Archetype,House number,CAH Type,Operation,Solar,Grid Import,Total Cost
Detached,1,H1,safe_unidirectional,best,2637.995112,576.85336
Detached,1,H1,hybrid_bidirectional,worst,2722.89961,340.972353
Detached,1,H1,hybrid_bidirectional,best,2393.487222,273.894164
Detached,1,H2,safe_unidirectional,worst,2342.059751,617.936515
Detached,1,H2,safe_unidirectional,best,2113.509011,540.139333
Detached,1,H2,hybrid_bidirectional,worst,1869.053361,212.616957
Detached,1,H2,hybrid_bidirectional,best,1419.061559,153.18455
Detached,1,H3,safe_unidirectional,worst,1984.738468,592.924025
Detached,1,H3,safe_unidirectional,best,1760.051706,515.397321
Detached,1,H3,hybrid_bidirectional,worst,1314.997404,221.726283
Detached,1,H3,hybrid_bidirectional,best,874.878968,137.551971
Detached,1,H1,safe_unidirectional,worst,2843.570927,649.806172
Detached,1,H1,safe_unidirectional,best,2642.969964,581.695012
Detached,1,H1,hybrid_bidirectional,worst,2709.278067,337.36943
Detached,1,H1,hybrid_bidirectional,best,2391.69896,276.692609
Detached,1,H2,safe_unidirectional,worst,2319.901867,613.149338
Detached,1,H2,safe_unidirectional,best,2117.722068,544.92766
Detached,1,H2,hybrid_bidirectional,worst,1845.9477,199.741421
Detached,1,H2,hybrid_bidirectional,best,1404.506325,149.381651
Detached,1,H3,safe_unidirectional,worst,1963.086176,588.172239
Detached,1,H3,safe_unidirectional,best,1767.637355,520.42173
Detached,1,H3,hybrid_bidirectional,worst,1275.898279,208.979263
Detached,1,H3,hybrid_bidirectional,best,797.606328,126.459406
Detached,1,H1,safe_unidirectional,worst,2987.170203,701.451527
Detached,1,H1,safe_unidirectional,best,2770.411328,627.905178
Detached,1,H1,hybrid_bidirectional,worst,2853.336386,367.117248
Detached,1,H1,hybrid_bidirectional,best,2484.953648,300.174153
Detached,1,H2,safe_unidirectional,worst,2464.477039,664.863006
Detached,1,H2,safe_unidirectional,best,2245.635611,591.170878
Detached,1,H2,hybrid_bidirectional,worst,1999.069054,218.884878
Detached,1,H2,hybrid_bidirectional,best,1529.635884,163.587683
Detached,1,H3,safe_unidirectional,worst,2107.141596,639.849525
Detached,1,H3,safe_unidirectional,best,1896.439942,566.727181
Detached,1,H3,hybrid_bidirectional,worst,1430.21162,248.496313
Detached,1,H3,hybrid_bidirectional,best,911.282077,149.199433
Detached,1,H1,safe_unidirectional,worst,2928.807163,667.767464
Detached,1,H1,safe_unidirectional,best,2703.713267,590.407128
Detached,1,H1,hybrid_bidirectional,worst,2800.061598,347.015213
Detached,1,H1,hybrid_bidirectional,best,2451.134439,280.175157
Detached,1,H2,safe_unidirectional,worst,2406.477087,631.204358
Detached,1,H2,safe_unidirectional,best,2179.604219,553.719494
Detached,1,H2,hybrid_bidirectional,worst,1952.250153,214.436125
Detached,1,H2,hybrid_bidirectional,best,1488.312778,159.357028
Detached,1,H3,safe_unidirectional,worst,2049.332096,606.204209
Detached,1,H3,safe_unidirectional,best,1826.463059,528.999613
Detached,1,H3,hybrid_bidirectional,worst,1345.233562,214.740482
Detached,1,H3,hybrid_bidirectional,best,857.191406,131.133414
Detached,1,H1,safe_unidirectional,worst,2884.997835,664.327754
Detached,1,H1,safe_unidirectional,best,2663.135595,588.680372
Detached,1,H1,hybrid_bidirectional,worst,2741.233552,355.824096
Detached,1,H1,hybrid_bidirectional,best,2378.99427,287.503604
Detached,1,H2,safe_unidirectional,worst,2361.141747,627.657828
Detached,1,H2,safe_unidirectional,best,2136.685455,551.828862
Detached,1,H2,hybrid_bidirectional,worst,1876.518606,201.703609
Detached,1,H2,hybrid_bidirectional,best,1412.773108,148.533462
Detached,1,H3,safe_unidirectional,worst,2005.72216,602.778457
Detached,1,H3,safe_unidirectional,best,1787.242839,527.367879
Detached,1,H3,hybrid_bidirectional,worst,1308.078353,222.604348
Detached,1,H3,hybrid_bidirectional,best,829.925983,139.878028
Detached,1,H1,safe_unidirectional,worst,2788.598083,634.878313
Detached,1,H1,safe_unidirectional,best,2579.433508,563.81921
Detached,1,H1,hybrid_bidirectional,worst,2638.806488,332.215999
Detached,1,H1,hybrid_bidirectional,best,2299.468351,269.472382
Detached,1,H2,safe_unidirectional,worst,2263.793583,598.141998
Detached,1,H2,safe_unidirectional,best,2053.338363,526.99255
Detached,1,H2,hybrid_bidirectional,worst,1740.88138,193.499433
Detached,1,H2,hybrid_bidirectional,best,1331.873572,144.422229
Detached,1,H3,safe_unidirectional,worst,1907.047524,573.169773
Detached,1,H3,safe_unidirectional,best,1702.913918,502.462839
Detached,1,H3,hybrid_bidirectional,worst,1181.734857,189.693666
Detached,1,H3,hybrid_bidirectional,best,730.788678,107.380801
Detached,1,H1,safe_unidirectional,worst,2942.247035,674.029865
Detached,1,H1,safe_unidirectional,best,2719.386344,598.618566
Detached,1,H1,hybrid_bidirectional,worst,2810.535931,358.627002
Detached,1,H1,hybrid_bidirectional,best,2448.800654,287.135169
Detached,1,H2,safe_unidirectional,worst,2418.788879,637.387794
Detached,1,H2,safe_unidirectional,best,2197.189148,562.064762
Detached,1,H2,hybrid_bidirectional,worst,1907.480444,213.792252
Detached,1,H2,hybrid_bidirectional,best,1463.63697,154.088085
Detached,1,H3,safe_unidirectional,worst,2061.842104,612.40152
Detached,1,H3,safe_unidirectional,best,1843.890074,537.333827
Detached,1,H3,hybrid_bidirectional,worst,1320.453159,215.222827
Detached,1,H3,hybrid_bidirectional,best,821.473566,125.11515
Detached,1,H1,safe_unidirectional,worst,2817.664475,645.357005
Detached,1,H1,safe_unidirectional,best,2594.249759,569.551919
Detached,1,H1,hybrid_bidirectional,worst,2687.638175,341.721403
Detached,1,H1,hybrid_bidirectional,best,2310.838548,275.972403
Detached,1,H2,safe_unidirectional,worst,2293.359523,608.655658
Detached,1,H2,safe_unidirectional,best,2069.448135,532.815805
Detached,1,H2,hybrid_bidirectional,worst,1808.669154,199.855235
Detached,1,H2,hybrid_bidirectional,best,1328.953658,142.845493
Detached,1,H3,safe_unidirectional,worst,1936.731808,583.691718
Detached,1,H3,safe_unidirectional,best,1717.906908,508.207919
Detached,1,H3,hybrid_bidirectional,worst,1293.929722,216.369584
Detached,1,H3,hybrid_bidirectional,best,799.079404,119.53763
Detached,1,H1,safe_unidirectional,worst,3035.005711,707.721036
Detached,1,H1,safe_unidirectional,best,2798.138764,626.701325
Detached,1,H1,hybrid_bidirectional,worst,2908.719818,366.665377
Detached,1,H1,hybrid_bidirectional,best,2539.527546,294.256508
Detached,1,H2,safe_unidirectional,worst,2509.717663,670.950872
Detached,1,H2,safe_unidirectional,best,2273.059075,589.945747
Detached,1,H2,hybrid_bidirectional,worst,2008.090047,225.530852
Detached,1,H2,hybrid_bidirectional,best,1533.387303,163.317847
Detached,1,H3,safe_unidirectional,worst,2151.94786,645.906986
Detached,1,H3,safe_unidirectional,best,1920.312404,565.25348
Detached,1,H3,hybrid_bidirectional,worst,1406.581501,242.065473
Detached,1,H3,hybrid_bidirectional,best,919.721273,150.052766
Detached,1,H1,safe_unidirectional,worst,2911.519083,674.418485
Detached,1,H1,safe_unidirectional,best,2672.857164,592.680475
Detached,1,H1,hybrid_bidirectional,worst,2760.376528,352.541377
Detached,1,H1,hybrid_bidirectional,best,2402.403003,279.793546
Detached,1,H2,safe_unidirectional,worst,2388.316223,637.794285
Detached,1,H2,safe_unidirectional,best,2147.435908,555.900987
Detached,1,H2,hybrid_bidirectional,worst,1901.830228,210.67511
Detached,1,H2,hybrid_bidirectional,best,1452.557166,155.673376
Detached,1,H3,safe_unidirectional,worst,2030.396316,612.739891
Detached,1,H3,safe_unidirectional,best,1796.097127,531.307273
Detached,1,H3,hybrid_bidirectional,worst,1333.715161,230.757699
Detached,1,H3,hybrid_bidirectional,best,888.529499,147.308577
Detached,1,H1,safe_unidirectional,worst,2801.964911,630.834062
Detached,1,H1,safe_unidirectional,best,2594.484935,560.551028
Detached,1,H1,hybrid_bidirectional,worst,2651.150688,334.281153
Detached,1,H1,hybrid_bidirectional,best,2323.624234,270.685707
Detached,1,H2,safe_unidirectional,worst,2279.514039,594.262501
Detached,1,H2,safe_unidirectional,best,2071.701655,523.956199
Detached,1,H2,hybrid_bidirectional,worst,1793.538946,201.37662
Detached,1,H2,hybrid_bidirectional,best,1379.512565,150.607771
Detached,1,H3,safe_unidirectional,worst,1920.84834,569.155902
Detached,1,H3,safe_unidirectional,best,1719.076283,499.272423
Detached,1,H3,hybrid_bidirectional,worst,1261.930868,211.92404
Detached,1,H3,hybrid_bidirectional,best,841.793539,129.527856
Detached,1,H1,safe_unidirectional,worst,2910.618495,675.090896
Detached,1,H1,safe_unidirectional,best,2659.884768,588.778051
Detached,1,H1,hybrid_bidirectional,worst,2773.008378,359.761657
Detached,1,H1,hybrid_bidirectional,best,2414.257896,283.271627
Detached,1,H2,safe_unidirectional,worst,2387.191535,638.451009
Detached,1,H2,safe_unidirectional,best,2135.257359,552.054132
Detached,1,H2,hybrid_bidirectional,worst,1924.292048,219.23856
Detached,1,H2,hybrid_bidirectional,best,1451.087833,157.784836
Detached,1,H3,safe_unidirectional,worst,2028.609828,613.35029
Detached,1,H3,safe_unidirectional,best,1779.765328,527.16969
Detached,1,H3,hybrid_bidirectional,worst,1333.388907,230.442948
Detached,1,H3,hybrid_bidirectional,best,824.351469,131.819262
Detached,1,H1,safe_unidirectional,worst,2847.374427,652.483003
Detached,1,H1,safe_unidirectional,best,2616.284875,574.462011
Detached,1,H1,hybrid_bidirectional,worst,2722.98965,348.420223
Detached,1,H1,hybrid_bidirectional,best,2354.599863,277.192416
Detached,1,H2,safe_unidirectional,worst,2325.629215,615.960838
Detached,1,H2,safe_unidirectional,best,2095.146284,537.982309
Detached,1,H2,hybrid_bidirectional,worst,1888.819555,213.941039
Detached,1,H2,hybrid_bidirectional,best,1421.210634,154.767513
Detached,1,H3,safe_unidirectional,worst,1967.59641,590.898542
Detached,1,H3,safe_unidirectional,best,1743.904548,513.395388
Detached,1,H3,hybrid_bidirectional,worst,1346.290373,230.22271
Detached,1,H3,hybrid_bidirectional,best,849.571881,136.759197
Detached,1,H1,safe_unidirectional,worst,2919.584819,676.380502
Detached,1,H1,safe_unidirectional,best,2677.6963,593.738126
Detached,1,H1,hybrid_bidirectional,worst,2786.482056,359.316661
Detached,1,H1,hybrid_bidirectional,best,2420.820707,287.025391
Detached,1,H2,safe_unidirectional,worst,2394.330875,639.612726
Detached,1,H2,safe_unidirectional,best,2151.802003,556.925525
Detached,1,H2,hybrid_bidirectional,worst,1920.00037,215.707805
Detached,1,H2,hybrid_bidirectional,best,1460.170302,160.029082
Detached,1,H3,safe_unidirectional,worst,2037.103608,614.606817
Detached,1,H3,safe_unidirectional,best,1799.767391,532.283102
Detached,1,H3,hybrid_bidirectional,worst,1359.010559,236.810152
Detached,1,H3,hybrid_bidirectional,best,904.941807,144.085069
Detached,1,H1,safe_unidirectional,worst,2964.373471,689.308107
Detached,1,H1,safe_unidirectional,best,2748.872515,615.43572
Detached,1,H1,hybrid_bidirectional,worst,2827.38409,360.069389
Detached,1,H1,hybrid_bidirectional,best,2473.312408,290.503057
Detached,1,H2,safe_unidirectional,worst,2440.344511,652.62608
Detached,1,H2,safe_unidirectional,best,2221.645579,578.529834
Detached,1,H2,hybrid_bidirectional,worst,1951.654415,221.419556
Detached,1,H2,hybrid_bidirectional,best,1521.289023,162.479235
Detached,1,H3,safe_unidirectional,worst,2082.770258,627.595882
Detached,1,H3,safe_unidirectional,best,1870.020256,553.916061
Detached,1,H3,hybrid_bidirectional,worst,1373.623128,242.210387
Detached,1,H3,hybrid_bidirectional,best,930.903674,152.162413
Detached,1,H1,safe_unidirectional,worst,2893.801147,665.602355
Detached,1,H1,safe_unidirectional,best,2674.589628,591.448148
Detached,1,H1,hybrid_bidirectional,worst,2772.924291,361.602771
Detached,1,H1,hybrid_bidirectional,best,2413.248512,293.196243
Detached,1,H2,safe_unidirectional,worst,2370.510147,628.971985
Detached,1,H2,safe_unidirectional,best,2153.928492,555.001869
Detached,1,H2,hybrid_bidirectional,worst,1892.382486,223.541426
Detached,1,H2,hybrid_bidirectional,best,1409.857942,166.076013
Detached,1,H3,safe_unidirectional,worst,2013.142274,603.956234
Detached,1,H3,safe_unidirectional,best,1799.977184,530.225277
Detached,1,H3,hybrid_bidirectional,worst,1286.867934,222.742163
Detached,1,H3,hybrid_bidirectional,best,813.974383,134.053781
Detached,1,H1,safe_unidirectional,worst,2843.003351,649.782677
Detached,1,H1,safe_unidirectional,best,2651.730315,585.188554
Detached,1,H1,hybrid_bidirectional,worst,2712.95733,346.980182
Detached,1,H1,hybrid_bidirectional,best,2387.925339,287.596866
Detached,1,H2,safe_unidirectional,worst,2318.586767,613.073516
Detached,1,H2,safe_unidirectional,best,2126.604863,548.429773
Detached,1,H2,hybrid_bidirectional,worst,1874.903281,217.160069
Detached,1,H2,hybrid_bidirectional,best,1464.680567,158.811453
Detached,1,H3,safe_unidirectional,worst,1961.64068,588.08729
Detached,1,H3,safe_unidirectional,best,1775.554076,523.856218
Detached,1,H3,hybrid_bidirectional,worst,1289.437639,228.398268
Detached,1,H3,hybrid_bidirectional,best,846.196168,146.40299
Detached,1,H1,safe_unidirectional,worst,3071.452075,709.083454
Detached,1,H1,safe_unidirectional,best,2846.694279,632.326401
Detached,1,H1,hybrid_bidirectional,worst,2956.050488,389.429828
Detached,1,H1,hybrid_bidirectional,best,2587.988232,318.690743
Detached,1,H2,safe_unidirectional,worst,2545.312779,672.253703
Detached,1,H2,safe_unidirectional,best,2319.451247,595.419388
Detached,1,H2,hybrid_bidirectional,worst,2081.544317,241.578923
Detached,1,H2,hybrid_bidirectional,best,1624.510342,183.559228
Detached,1,H3,safe_unidirectional,worst,2190.065632,647.386403
Detached,1,H3,safe_unidirectional,best,1970.119279,570.966151
Detached,1,H3,hybrid_bidirectional,worst,1455.392662,257.271275
Detached,1,H3,hybrid_bidirectional,best,971.558504,168.992274
Detached,1,H1,safe_unidirectional,worst,2940.189115,679.132284
Detached,1,H1,safe_unidirectional,best,2709.474772,600.439735
Detached,1,H1,hybrid_bidirectional,worst,2816.126872,361.388714
Detached,1,H1,hybrid_bidirectional,best,2452.719691,290.424652
Detached,1,H2,safe_unidirectional,worst,2419.434479,642.679459
Detached,1,H2,safe_unidirectional,best,2185.610431,563.769231
Detached,1,H2,hybrid_bidirectional,worst,1978.789518,215.38449
Detached,1,H2,hybrid_bidirectional,best,1496.64357,157.659124
Detached,1,H3,safe_unidirectional,worst,2061.08735,617.59516
Detached,1,H3,safe_unidirectional,best,1834.526467,539.193354
Detached,1,H3,hybrid_bidirectional,worst,1404.75686,243.107589
Detached,1,H3,hybrid_bidirectional,best,917.488648,149.889155
Detached,1,H1,safe_unidirectional,worst,3000.078543,695.640814
Detached,1,H1,safe_unidirectional,best,2765.590987,615.868195
Detached,1,H1,hybrid_bidirectional,worst,2882.841048,365.809065
Detached,1,H1,hybrid_bidirectional,best,2510.974107,289.936131
Detached,1,H2,safe_unidirectional,worst,2474.581423,658.856016
Detached,1,H2,safe_unidirectional,best,2239.797359,579.062641
Detached,1,H2,hybrid_bidirectional,worst,2025.568876,220.764737
Detached,1,H2,hybrid_bidirectional,best,1506.034692,153.313506
Detached,1,H3,safe_unidirectional,worst,2119.581756,634.006039
Detached,1,H3,safe_unidirectional,best,1889.326555,554.529684
Detached,1,H3,hybrid_bidirectional,worst,1451.5574,255.840603
Detached,1,H3,hybrid_bidirectional,best,940.219592,149.904425
Detached,1,H1,safe_unidirectional,worst,2891.260907,668.455613
Detached,1,H1,safe_unidirectional,best,2637.482908,581.564053
Detached,1,H1,hybrid_bidirectional,worst,2734.980662,349.157861
Detached,1,H1,hybrid_bidirectional,best,2341.415831,273.533067
Detached,1,H2,safe_unidirectional,worst,2366.511559,631.723159
Detached,1,H2,safe_unidirectional,best,2111.622452,544.753821
Detached,1,H2,hybrid_bidirectional,worst,1835.414366,206.960875
Detached,1,H2,hybrid_bidirectional,best,1385.275584,149.305709
Detached,1,H3,safe_unidirectional,worst,2010.48831,606.801531
Detached,1,H3,safe_unidirectional,best,1760.367862,520.166
Detached,1,H3,hybrid_bidirectional,worst,1283.961597,226.088446
Detached,1,H3,hybrid_bidirectional,best,846.002981,136.872568
Detached,1,H1,safe_unidirectional,worst,2870.050311,657.145873
Detached,1,H1,safe_unidirectional,best,2659.398692,585.670838
Detached,1,H1,hybrid_bidirectional,worst,2751.200399,344.966964
Detached,1,H1,hybrid_bidirectional,best,2393.236696,281.202698
Detached,1,H2,safe_unidirectional,worst,2345.915631,620.456445
Detached,1,H2,safe_unidirectional,best,2133.544947,548.861076
Detached,1,H2,hybrid_bidirectional,worst,1873.185594,214.628901
Detached,1,H2,hybrid_bidirectional,best,1423.223711,161.993618
Detached,1,H3,safe_unidirectional,worst,1988.955248,595.469218
Detached,1,H3,safe_unidirectional,best,1782.891184,524.315313
Detached,1,H3,hybrid_bidirectional,worst,1316.880105,225.886337
Detached,1,H3,hybrid_bidirectional,best,859.778136,140.115614
Detached,1,H1,safe_unidirectional,worst,2918.232727,681.547806
Detached,1,H1,safe_unidirectional,best,2688.236811,602.622103
Detached,1,H1,hybrid_bidirectional,worst,2782.106371,373.697973
Detached,1,H1,hybrid_bidirectional,best,2422.309162,302.04446
Detached,1,H2,safe_unidirectional,worst,2396.220535,645.006952
Detached,1,H2,safe_unidirectional,best,2163.606491,565.89798
Detached,1,H2,hybrid_bidirectional,worst,1917.076323,217.130252
Detached,1,H2,hybrid_bidirectional,best,1467.231475,160.884624
Detached,1,H3,safe_unidirectional,worst,2039.847662,620.060851
Detached,1,H3,safe_unidirectional,best,1811.671028,541.262498
Detached,1,H3,hybrid_bidirectional,worst,1391.238158,256.971444
Detached,1,H3,hybrid_bidirectional,best,880.578568,157.359678
Detached,1,H1,safe_unidirectional,worst,2872.635855,652.110424
Detached,1,H1,safe_unidirectional,best,2663.738628,580.997323
Detached,1,H1,hybrid_bidirectional,worst,2757.040474,347.579632
Detached,1,H1,hybrid_bidirectional,best,2415.301923,279.023678
Detached,1,H2,safe_unidirectional,worst,2349.157976,615.466972
Detached,1,H2,safe_unidirectional,best,2139.024506,544.267335
Detached,1,H2,hybrid_bidirectional,worst,1899.012518,207.261727
Detached,1,H2,hybrid_bidirectional,best,1426.580035,150.676215
Detached,1,H3,safe_unidirectional,worst,1992.451844,590.497543
Detached,1,H3,safe_unidirectional,best,1787.073647,519.630775
Detached,1,H3,hybrid_bidirectional,worst,1314.468654,218.034822
Detached,1,H3,hybrid_bidirectional,best,808.35763,131.712626
Detached,1,H1,safe_unidirectional,worst,3006.367507,698.43183
Detached,1,H1,safe_unidirectional,best,2772.593504,619.051271
Detached,1,H1,hybrid_bidirectional,worst,2886.588975,379.562943
Detached,1,H1,hybrid_bidirectional,best,2504.272338,305.709073
Detached,1,H2,safe_unidirectional,worst,2480.626099,661.629931
Detached,1,H2,safe_unidirectional,best,2244.495635,582.08442
Detached,1,H2,hybrid_bidirectional,worst,2017.210921,243.754374
Detached,1,H2,hybrid_bidirectional,best,1551.302555,182.078551
Detached,1,H3,safe_unidirectional,worst,2126.116872,636.814286
Detached,1,H3,safe_unidirectional,best,1897.613176,557.802648
Detached,1,H3,hybrid_bidirectional,worst,1487.975215,267.358957
Detached,1,H3,hybrid_bidirectional,best,960.612997,160.448249
Detached,1,H1,safe_unidirectional,worst,3033.689751,709.73376
Detached,1,H1,safe_unidirectional,best,2797.628967,628.675039
Detached,1,H1,hybrid_bidirectional,worst,2907.809076,382.502155
Detached,1,H1,hybrid_bidirectional,best,2526.878351,306.27454
Detached,1,H2,safe_unidirectional,worst,2511.880899,673.207141
Detached,1,H2,safe_unidirectional,best,2274.076272,592.026351
Detached,1,H2,hybrid_bidirectional,worst,2020.962354,218.646586
Detached,1,H2,hybrid_bidirectional,best,1549.185942,161.421382
Detached,1,H3,safe_unidirectional,worst,2152.967608,648.08321
Detached,1,H3,safe_unidirectional,best,1919.291031,567.191384
Detached,1,H3,hybrid_bidirectional,worst,1475.805536,248.660303
Detached,1,H3,hybrid_bidirectional,best,949.218333,136.37942
Detached,1,H1,safe_unidirectional,worst,3015.126939,698.396368
Detached,1,H1,safe_unidirectional,best,2791.644803,622.382489
Detached,1,H1,hybrid_bidirectional,worst,2887.616804,372.992261
Detached,1,H1,hybrid_bidirectional,best,2528.59359,302.613189
Detached,1,H2,safe_unidirectional,worst,2490.096891,661.644265
Detached,1,H2,safe_unidirectional,best,2267.404916,585.685697
Detached,1,H2,hybrid_bidirectional,worst,1979.198825,233.965293
Detached,1,H2,hybrid_bidirectional,best,1531.435771,175.798584
Detached,1,H3,safe_unidirectional,worst,2133.02894,636.649508
Detached,1,H3,safe_unidirectional,best,1914.977868,561.015804
Detached,1,H3,hybrid_bidirectional,worst,1397.720972,238.423069
Detached,1,H3,hybrid_bidirectional,best,899.994808,144.561053
Detached,1,H1,safe_unidirectional,worst,3032.693239,700.673283
Detached,1,H1,safe_unidirectional,best,2791.967459,618.564757
Detached,1,H1,hybrid_bidirectional,worst,2898.655934,379.761212
Detached,1,H1,hybrid_bidirectional,best,2527.960933,306.33278
Detached,1,H2,safe_unidirectional,worst,2510.408367,664.113342
Detached,1,H2,safe_unidirectional,best,2268.103208,581.894259
Detached,1,H2,hybrid_bidirectional,worst,2025.193718,238.053809
Detached,1,H2,hybrid_bidirectional,best,1546.002587,177.134428
Detached,1,H3,safe_unidirectional,worst,2153.393388,639.122293
Detached,1,H3,safe_unidirectional,best,1918.147559,557.397364
Detached,1,H3,hybrid_bidirectional,worst,1398.740435,237.898115
Detached,1,H3,hybrid_bidirectional,best,900.682385,142.624784
Detached,1,H1,safe_unidirectional,worst,2871.269755,658.017091
Detached,1,H1,safe_unidirectional,best,2641.280319,580.389076
Detached,1,H1,hybrid_bidirectional,worst,2737.794132,347.489812
Detached,1,H1,hybrid_bidirectional,best,2387.571686,281.278024
Detached,1,H2,safe_unidirectional,worst,2344.732499,621.159483
Detached,1,H2,safe_unidirectional,best,2115.792047,543.604897
Detached,1,H2,hybrid_bidirectional,worst,1891.097053,219.000888
Detached,1,H2,hybrid_bidirectional,best,1440.654894,159.049104
Detached,1,H3,safe_unidirectional,worst,1988.339158,596.211949
Detached,1,H3,safe_unidirectional,best,1765.135762,519.058957
Detached,1,H3,hybrid_bidirectional,worst,1360.866631,241.144225
Detached,1,H3,hybrid_bidirectional,best,872.482217,147.925239
Detached,1,H1,safe_unidirectional,worst,2944.309951,684.24137
Detached,1,H1,safe_unidirectional,best,2734.259476,612.402467
Detached,1,H1,hybrid_bidirectional,worst,2813.834851,364.895841
Detached,1,H1,hybrid_bidirectional,best,2452.669436,300.116894
Detached,1,H2,safe_unidirectional,worst,2420.382891,647.566476
Detached,1,H2,safe_unidirectional,best,2208.30218,575.585457
Detached,1,H2,hybrid_bidirectional,worst,1952.792626,211.516898
Detached,1,H2,hybrid_bidirectional,best,1502.365712,162.079929
Detached,1,H3,safe_unidirectional,worst,2064.646296,622.664914
Detached,1,H3,safe_unidirectional,best,1857.99754,551.064132
Detached,1,H3,hybrid_bidirectional,worst,1338.662776,217.238688
Detached,1,H3,hybrid_bidirectional,best,873.588709,139.932665
Detached,1,H1,safe_unidirectional,worst,2926.126159,676.437761
Detached,1,H1,safe_unidirectional,best,2690.311332,595.400044
Detached,1,H1,hybrid_bidirectional,worst,2793.906018,362.190869
Detached,1,H1,hybrid_bidirectional,best,2421.292309,290.071591
Detached,1,H2,safe_unidirectional,worst,2403.799763,639.874914
Detached,1,H2,safe_unidirectional,best,2166.362231,558.723607
Detached,1,H2,hybrid_bidirectional,worst,1915.286378,222.923538
Detached,1,H2,hybrid_bidirectional,best,1456.101348,168.654646
Detached,1,H3,safe_unidirectional,worst,2047.239852,614.91572
